イシュー ID,説明,状態,重要度,ストーリー ポイント,プロジェクト パス,場所の種類,パス,線,列,インシデント ID,ヘルプ リンク,アセンブリ名,アセンブリ バージョン,アセンブリ公開キー,スニペット
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,17,12,"M:System.Web.Optimization.Bundle.Include(System.String,System.Web.Optimization.IItemTransform[])",,,,,"bundles.Add(new ScriptBundle(""~/bundles/signalr"").Include(                  ""~/Scripts/jquery.signalR-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,17,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new ScriptBundle(""~/bundles/signalr"").Include(                  ""~/Scripts/jquery.signalR-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,13,12,T:System.Web.Optimization.ScriptBundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/bootstrap"").Include(                  ""~/Scripts/bootstrap.bundle.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,13,12,M:System.Web.Optimization.ScriptBundle.#ctor(System.String),,,,,"bundles.Add(new ScriptBundle(""~/bundles/bootstrap"").Include(                  ""~/Scripts/bootstrap.bundle.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,13,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/bootstrap"").Include(                  ""~/Scripts/bootstrap.bundle.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,13,12,"M:System.Web.Optimization.Bundle.Include(System.String,System.Web.Optimization.IItemTransform[])",,,,,"bundles.Add(new ScriptBundle(""~/bundles/bootstrap"").Include(                  ""~/Scripts/bootstrap.bundle.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,13,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new ScriptBundle(""~/bundles/bootstrap"").Include(                  ""~/Scripts/bootstrap.bundle.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,9,12,T:System.Web.Optimization.ScriptBundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/jquery"").Include(                  ""~/Scripts/jquery-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,9,12,M:System.Web.Optimization.ScriptBundle.#ctor(System.String),,,,,"bundles.Add(new ScriptBundle(""~/bundles/jquery"").Include(                  ""~/Scripts/jquery-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,9,12,T:System.Web.Optimization.Bundle,,,,,"bundles.Add(new ScriptBundle(""~/bundles/jquery"").Include(                  ""~/Scripts/jquery-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,9,12,"M:System.Web.Optimization.Bundle.Include(System.String,System.Web.Optimization.IItemTransform[])",,,,,"bundles.Add(new ScriptBundle(""~/bundles/jquery"").Include(                  ""~/Scripts/jquery-{version}.js""));"
Api.0001,選択した .NET バージョンではバイナリに互換性がありません,Active,Mandatory,1,TacosApp.Web.csproj,File,App_Start\BundleConfig.cs,9,12,M:System.Web.Optimization.BundleCollection.Add(System.Web.Optimization.Bundle),,,,,"bundles.Add(new ScriptBundle(""~/bundles/jquery"").Include(                  ""~/Scripts/jquery-{version}.js""));"
Binding.0006,Manual redirect conflicts with auto-generated version,Active,Mandatory,1,TacosApp.Web.csproj,File,Web.config,,,,,Newtonsoft.Json,,,Manual redirect for Newtonsoft.Json targets 13.0.0.0 but auto-generation would target 13.0.3 (MSB3836 conflict)
Binding.0006,Manual redirect conflicts with auto-generated version,Active,Mandatory,1,TacosApp.Web.csproj,File,Web.config,,,,,WebGrease,,,Manual redirect for WebGrease targets 1.6.5135.21930 but auto-generation would target 1.6.0 (MSB3836 conflict)
Binding.0007,Binding redirect forces version downgrade,Active,Potential,1,TacosApp.Web.csproj,File,Web.config,,,,,Newtonsoft.Json,,,Binding redirect for Newtonsoft.Json targets 13.0.0.0 but package provides 13.0.3
